date, pm25, pm10, o3, no2, so2, co
2015/2/9, 35, , 13, 16, 2, 4
2015/2/10, 28, , 32, 19, 2, 4
2015/2/11, 43, , 29, 25, 7, 6
2015/2/12, 58, , 36, 22, 4, 5
2015/2/13, 54, , 31, 18, 4, 6
2015/2/14, 44, , 29, 22, 4, 7
2015/2/15, 53, , 37, 20, 3, 3
2015/2/16, 40, , 45, 20, 3, 3
2015/2/17, 48, , 53, 16, 3, 2
2015/2/18, 43, , 41, 20, 3, 4
2015/2/19, 54, , 10, 24, 1, 6
2015/2/20, 46, , 33, 24, 3, 5
2015/2/21, 50, , 38, 25, 3, 5
2015/2/22, 52, , 64, 21, 4, 4
2015/2/23, 50, , 41, 32, 6, 6
2015/2/24, 59, , 44, 32, 6, 7
2015/2/25, 71, , 50, 32, 7, 5
2015/2/26, 71, , 55, 28, 5, 5
2015/2/27, 68, , 41, 32, 5, 7
2015/2/28, 66, , 39, 34, 6, 8
2015/3/1, 65, , 43, 21, 6, 5
2015/3/2, 55, , 28, 30, 9, 6
2015/3/3, 60, , 36, 31, 4, 7
2015/3/4, 66, , 40, 23, 2, 6
2015/3/5, 48, , 41, 25, 2, 6
2015/3/6, 55, , 40, 34, 6, 9
2015/3/7, 68, , 29, 27, 5, 7
2015/3/8, 48, , 30, 17, 3, 5
2015/3/9, 33, , 27, 15, 3, 6
2015/3/10, 35, , 27, 17, 3, 6
2015/3/11, 36, , 28, 16, 2, 4
2015/3/12, 30, , 29, 26, 7, 8
2015/3/13, 60, , 23, 28, 4, 8
2015/3/14, 56, , 28, 23, 4, 7
2015/3/15, 52, , 33, 18, 3, 5
2015/3/16, 42, , 28, 24, 4, 7
2015/3/17, 53, , 10, 28, 3, 9
2015/3/18, 47, , 13, 30, 4, 8
2015/3/19, 48, , 17, 31, 7, 9
2015/3/20, 62, , 12, 31, 3, 9
2015/3/21, 46, , 26, 22, 4, 7
2015/3/22, 42, , , 27, 6, 6
2015/3/23, 56, , , , 5, 9
2014/11/2, 60, , 44, 25, 8, 6
2014/11/3, 63, , 39, 21, 8, 6
2014/11/4, 61, , 30, 28, 6, 8
2014/11/5, 62, , 43, 37, 6, 9
2014/11/6, 73, , 44, 34, 5, 8
2014/11/7, 74, , 39, 33, 7, 8
2014/11/8, 78, , 41, 34, 12, 7
2014/11/9, 70, , 47, 29, 6, 6
2014/11/10, 66, , 32, 34, 4, 8
2014/11/11, 56, , 23, 38, 6, 8
2014/11/12, 50, , 17, 31, 4, 7
2014/11/13, 49, , 27, 22, 3, 6
2014/11/14, 51, , 21, 28, 5, 9
2014/11/15, 58, , 36, 32, 2, 10
2014/11/16, 55, , 35, 28, 3, 8
2014/11/17, 60, , 34, 25, 3, 8
2014/11/18, 58, , 37, 26, 5, 7
2014/11/19, 62, , 29, 27, 4, 8
2014/11/20, 59, , 28, 32, 5, 10
2014/11/21, 67, , 15, 37, 15, 10
2014/11/22, 70, , 23, 26, 10, 8
2014/11/23, 53, , 32, 24, 13, 8
2014/11/24, 56, , 30, 33, 8, 11
2014/11/25, 74, , 14, 38, 7, 10
2014/11/26, 79, , 27, 26, 3, 7
2014/11/27, 53, , 31, 31, 7, 9
2014/11/28, 64, , 36, 27, 7, 9
2014/11/29, 54, , 31, 22, 4, 7
2014/11/30, 42, , 33, 21, 5, 8
2014/12/1, 47, , , , , 
2016/8/5, , 41, 38, 19, 3, 7
2016/8/22, , 36, 47, 15, , 5
2016/9/8, , 27, , , , 
2016/9/9, , 30, , , , 
2016/9/10, , 24, , , , 
2016/9/11, , 22, , , , 
2016/9/12, , 32, , , , 
2016/9/13, , 25, , , , 
2016/9/14, , 26, , , , 
2016/9/15, , 24, , , , 
2016/9/16, , 28, , , , 
2016/9/17, , 27, , , , 
2016/9/18, , 24, , , , 
2016/9/19, , 30, , , , 
2016/5/9, , 24, 26, 34, 8, 12
2015/11/10, , 29, 39, 33, 9, 9
2022/2/11, , , 34, , , 3
2021/8/5, , , 53, , 3, 5
2021/6/21, , , 29, , 3, 5
2021/2/15, , , 42, , 4, 5
2020/7/5, , , 37, , 2, 
2020/7/6, , , 36, , 4, 
2020/9/30, , , 13, , 4, 4
2020/4/1, , , 37, , , 3
2020/5/22, , , 32, , 2, 7
2020/1/1, , , 19, , 2, 5
2020/2/12, , , 40, , 4, 9
2019/10/22, , , 14, , 2, 7
2019/11/11, , , 16, , 3, 7
2019/12/2, , , 17, , 5, 8
2019/9/23, , , 31, , 4, 5
2019/4/8, , , 20, , 12, 8
2019/4/18, , , 26, , 4, 9
2019/5/6, , , 20, , 4, 6
2019/6/26, , , 30, , 4, 7
2019/6/27, , , 25, , 5, 3
2019/6/28, , , 23, , 1, 2
2019/1/1, , , 28, , 5, 3
2018/11/12, , , 18, , 9, 8
2018/11/19, , , 12, , 8, 12
2018/12/23, , , , , 5, 9
2018/9/10, , , 29, , 3, 7
2018/9/25, , , 39, , 4, 6
2016/1/7, , , 5, 26, 3, 2
2015/4/1, , , 33, 32, 7, 11
2015/5/4, , , 35, 37, 7, 13
2015/1/1, , , 37, 24, 14, 9
2014/11/1, , , 54, 32, 7, 8
2016/10/8, , , , , , 10
2016/10/24, , , , , 2, 8
2015/3/24, , , , , 9, 9
2015/3/25, , , , , 3, 8
2015/3/26, , , , , 10, 10
2015/3/27, , , , , 4, 9
2015/3/28, , , , , 4, 10
2015/3/29, , , , , 4, 8
2015/3/30, , , , , 9, 11
2015/3/31, , , , , 9, 9
